Body type,Make,Model,Build Year,Generation,Power (in KW),Cylinder capacity,Odometer (km),Fuel,Gearbox,Seats,Upholstery,Doors,Car data from VIN,Minimum bid,Reserve Price,Buy it NOW,PRICE,SEK,Auction ends in,Time,Date,Auction end time,Auto1.com link,AUTO24 Price,Potential,Equipment from auto24,Displacement on auto24.ee listing,Body type on auto24.ee,Age of auto24.ee listing,Auto24.ee link,Auto24 search,page
commercial,Renault,Trafic 1.6 dCi Energy,2019,2019 - None,107,"1,598",107880,diesel,manual,3,Cloth,4,"Anhängerkupplung,
Einparkhilfe hinten,
Servolenkung,
Freisprecheinrichtung Bluetooth,
Audio-Navigationssystem mit Touchscreen-Farbdisplay (Media Nav Evolution),
Airbag Fahrerseite,
Rußpartikelfilter,
Klimaanlage,
Bordcomputer,
Wegfahrsperre,
Anti-Blockier-System (ABS),
Fensterheber elektr. vorn, Impulsgeber links,
Elektron. Stabilitäts-Programm (ESP)",12878,0,0,12878,,22:51:30,18:31,12/10/2023,17:23 13/10/2023,https://www.auto1.com/en/app/merchant/car/XS19200,10900,-1978,"ABS brakes,
airbag,
anti-theft alarm system (with tow-away protection, with interior motion sensor),
central locking (with remote control),
immobilizer,
power steering,
stability control,
third brake light,
air conditioner,
cruise control,
power windows,
front armrest,
multifunctional steering wheel,
steering wheel adjustment,
car stereo,
hands free,
onboard computer,
speakers,
summer tires,
fog lights (rear),
dividing wall,
outside temperature display,
tow hitch",1.6,commercial vehicle,,https://eng.auto24.ee/vehicles/3920811,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=19&bw=200&f1=2019&f2=None&i[]=1&h[]=2&m[0]=4&d1=3&d2=3,5
limo,Toyota,Yaris 1.33 Dual VVT-i,2011,2011 - None,73,"1,329",193839,petrol,manual,5,Cloth,5,"servosterzo elettr.,
airbag lat.,
climatizzatore,
Radio CD",2332,0,2582,2582,,22:58:7,18:31,12/10/2023,17:29 13/10/2023,https://www.auto1.com/en/app/merchant/car/WA73054,5500,2918,"ABS brakes,
airbag,
central locking (with remote control),
front passenger airbag isolation,
parking camera,
tinted windows,
seat heating,
car phone,
ASSYST,
electrically heated windshield,
outside temperature display,
tire repair kit",1.3,hatchback,,https://eng.auto24.ee/vehicles/3752672,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=13&bw=225&f1=2011&f2=None&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,5
combi,BMW,3er 320d,2008,2005 - 2010,130,"1,995",305326,diesel,automatic,5,Leather,5,"Xenon-Scheinwerfer,
Panoramadach (Glas),
Park-Distance-Control (PDC),
Park-Distance-Control (PDC) vorn und hinten,
Vorrüstung Mobiltelefon/Handy Business mit Bluetooth Schnittstelle,
Servolenkung,
Audio-Navigationssystem Business mit integrierter Handyvorrüstung,
Airbag Fahrer-/Beifahrerseite,
Kopf-Airbag-System hinten,
Kopf-Airbag-System vorn,
Seitenairbag vorn,
Klimaautomatik erweiterter Umfang,
Rußpartikelfilter,
Audiosystem BMW Professional (Radio/CD-Player),
CD-Wechsler,
Audiosystem BMW Professional (Radio/CD-Player),
Anti-Blockier-System (ABS),
Fensterheber elektrisch vorn + hinten,
Dynamische Stabilitäts-Control (DSC),
Bordcomputer",2763,0,3033,3033,,23:15:14,18:31,12/10/2023,17:46 13/10/2023,https://www.auto1.com/en/app/merchant/car/BH13348,3999,966,"airbag,
central locking,
front passenger airbag isolation,
power steering,
stability control,
traction control,
climate control,
Coming-/Leaving-Home system,
cruise control,
electrically adjustable mirrors,
inside illuminated doors,
keyless start,
panorama glass roof,
parking aid,
power windows,
tinted windows,
cargo mat,
Comfort seats,
front armrest,
interior mats,
leather interior,
leather steering wheel,
multifunctional steering wheel,
rear armrest,
steering wheel adjustment,
car stereo,
electric antenna,
navigation system,
onboard computer,
screen,
speakers,
stereo amplifier,
summer tires,
extra lights,
fog lights,
headlight washers,
Xenon headlight,
luggage cover,
outside temperature display,
rear window heating,
start-stop system",2.0,touring,,https://eng.auto24.ee/vehicles/3938303,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=4&bw=1173&f1=2005&f2=2010&i[]=2&h[]=2&m[0]=5&d1=5&d2=5&e[0]=59,5
commercial,Volkswagen,Caddy 2.0 TDI,2017,2017 - None,75,"1,968",151949,diesel,manual,2,Cloth,4,"Anhängerkupplung,
Servolenkung elektronisch gesteuert (Servotronic),
Audio-Navigationssystem Discover Media,
Airbag Beifahrerseite,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrerseite,
Seitenairbag vorn mit Kopf-Airbag-Einheit,
Klimaanlage,
Rußpartikelfilter,
Wegfahrsperre (elektronisch),
Multifunktionsanzeige Plus und Müdigkeitserkennungs-Sensor,
Fensterheber elektrisch vorn,
Diebstahl-Warnanlage mit Innenraumabsicherung,
Elektron. Stabilitäts-Programm (ESP),
Elektron. Differentialsperre (EDS),
Anti-Blockier-System (ABS),
In navigation system",10514,0,10911,10911,,22:40:59,18:31,12/10/2023,17:12 13/10/2023,https://www.auto1.com/en/app/merchant/car/SA67012,8990,-1921,"ABS brakes,
airbag,
central locking,
power steering,
stability control,
third brake light,
traction control,
2x power windows,
air conditioner,
electrically adjustable mirrors (heated mirrors),
interior mats (rubber),
steering wheel adjustment (height and depth),
textile upholstery,
car stereo (with USB interface, with memory card interface),
summer tires,
winter tires,
special light switch-dim-dip-light,
door on the side,
dividing wall,
roof railings,
tow hitch,
Hooldus 210175km (järgmine hooldus 240175)
Õlivahetus, õlifilter, kütusefilter, salongifilter",2.0,small commercial vehicle,,https://eng.auto24.ee/vehicles/3859326,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=8&bw=857&f1=2017&f2=None&i[]=1&h[]=2&m[0]=4&d1=2&d2=2,5
limo,Mercedes-Benz,C-Klasse C 200 d,2017,2017 - None,100,"2,143",261095,diesel,automatic,5,Leather,4,"Front and Rear,
Rear camera,
Sport Direktlenkung,
Sport-Fahrwerk,
Sportsitze vorn,
Airbag Fahrer-/Beifahrerseite,
Beckenairbag vorn (Pelvisbag),
Knieairbag Fahrerseite,
Kopf-Airbag-System (Windowbag),
Seitenairbag (Sidebag) vorn,
Sitzbelegungserkennung für Airbag Beifahrerseite,
Navigationsmodul Garmin MAP Pilot,
Klimaautomatik (Thermatic 2-Zonen),
Rußpartikelfilter,
Panorama-Schiebedach,
Audiosystem Audio 20 (mit Touchpad),
Wegfahrsperre,
Anti-Blockier-System (ABS),
Elektron. Stabilitäts-Programm (ESP),
Fensterheber elektr. mit Komfortschaltung",15067,15067,0,15067,,23:11:10,18:31,12/10/2023,17:42 14/10/2023,https://www.auto1.com/en/app/merchant/car/KA82873,17190,2123,"ABS brakes,
airbag,
anti-theft alarm system (with tow-away protection, with interior motion sensor),
braking force regulator,
central locking (with remote control),
immobilizer,
power steering (speed-proportional),
rain sensor,
stability control,
third brake light,
traction control,
air conditioner,
cruise control,
electrically adjustable mirrors (heated mirrors, folding, with memory),
engine pre-heating,
keyless start,
mirrors in sunshields (enlighted),
parking aid (front, rear),
power windows,
spot lights,
tinted windows,
virtual cockpit,
black roof liner,
down folding back rest,
electrically adjustable seats,
fine laths inside saloon,
front armrest (with compartment),
interior mats (velour),
leather interior,
leather steering wheel,
multifunctional steering wheel,
racing steering wheel,
rear armrest (with compartment),
steering wheel adjustment (height and depth),
car stereo (CD, original),
CD changer,
navigation system (with map),
onboard computer,
screen (in front),
speakers,
summer tires,
fog lights (rear),
headlight range adjustment,
headlight washers,
lighting pack,
Xenon headlight (low beam, high beam),
front spoiler,
racing suspension,
rear spoiler,
outside temperature display,
rear window heating",2.1,sedan,,https://eng.auto24.ee/vehicles/3926175,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=12&bw=1227&f1=2017&f2=None&i[]=2&h[]=2&m[0]=4&d1=5&d2=5&e[0]=59,5
limo,BMW,5er 520d,2014,2014 - 2018,140,"1,995",133224,diesel,automatic,5,Leather,4,"Fixed,
Sièges AV Réglage électrique partiel,
Front and Rear,
Direction assistée Servotronic,
téléphonie mains libres avec interface USB,
Chassis/Suspension sport (M-Technic),
Airbag conducteur et passager,
Airbag coté passager désactivable,
Airbag lat AV,
Système d'airbag crânien AR,
Système d'airbag crânien AV,
Système audio et navigation Business,
Climatisation automatique 4 zones avec contrôle autom. circulation d'air,
filtre à particules (FAP),
In navigation system,
Système d'antiblocage de frein (ABS),
Antidémarrage,
Contrôle dynamique de stabilité (ESP),
Lève-vitre électrique AV + AR,
Ordinateur de bord",13822,0,0,13822,,23:18:55,18:31,12/10/2023,17:50 13/10/2023,https://www.auto1.com/en/app/merchant/car/GA67202,11999,-1823,"ABS brakes,
airbag,
auto-hold brakes,
braking force regulator,
central locking (with remote control),
front passenger airbag isolation,
immobilizer,
ISOFIX child seat preparation,
mountain brake,
power steering,
rain sensor,
seatbelt pre-tighteners on front seats,
side curtain airbags,
third brake light,
traction control,
traffic sign assist,
automatic anti-dazzle mirrors,
climate control,
Coming-/Leaving-Home system,
cruise control,
electrically adjustable mirrors,
electrical tailgate opening system (remote),
inside illuminated doors,
keyless start,
mirrors in sunshields,
panorama glass roof,
parking aid (front, rear),
power windows,
spot lights,
sunroof (glass, electric),
tinted windows,
virtual cockpit,
2x electrically adjustable seats,
adjustable backrest shape (driver's seat, front passenger seat),
adjustable seat height (driver's seat, front passenger seat),
Comfort seats,
cup holders (in the front, in the back),
fine laths inside saloon,
front armrest (with compartment),
interior mats,
leather interior,
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
rear armrest (with compartment),
seat heating,
steering wheel adjustment,
Apple CarPlay,
car phone,
car stereo (CD, MP3, with USB interface, original),
GSM antenna,
hands free,
navigation system (with map, with voice recognition),
onboard computer,
speakers,
stereo amplifier,
subwoofer,
comes with the car (summer tires, alloy wheels),
light alloy wheels,
summer tires,
fog lights,
headlight washers,
LED (daytime running lights, rear lights),
special light switch-dim-dip-light,
Xenon headlight (low beam, high beam),
3x 12v power outlet,
adaptive suspension,
outside temperature display,
rear window cleaner,
rear window heating,
start-stop system",2.0,touring,,https://eng.auto24.ee/vehicles/3925776,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=4&bw=1185&f1=2014&f2=2018&i[]=2&h[]=2&m[0]=4&d1=5&d2=5&e[0]=59,5
limo,Dacia,Sandero 1.4,2009,2008 - 2012,55,"1,390",123509,petrol,manual,5,Cloth,5,"Airbag conducteur,
Airbag coté passager,
Airbag coté passager désactivable,
Antidémarrage avec Transpondeur,
Système d'antiblocage de frein (ABS),
Radio CD USB",1891,0,0,1891,,23:24:9,18:31,12/10/2023,17:55 13/10/2023,https://www.auto1.com/en/app/merchant/car/AC65001,1999,108,,1.4,hatchback,,https://eng.auto24.ee/vehicles/3905130,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=254&bw=1612&f1=2008&f2=2012&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,5
suv,Ssangyong,Korando 1.5,2018,2018 - None,120,"1,497",82720,petrol,manual,7,Leather,5,"Detachable tow hitch,
Rear camera,
Freisprecheinrichtung Bluetooth,
Audiosystem: Radio mit CD- und MP3-Player,
Seitenairbag,
Klimaanlage,
Bordcomputer mit Monochrom-Display,
Fensterheber elektrisch vorn + hinten,
Elektron. Stabilitäts-Programm (ESP)",8833,0,9364,9364,,23:6:56,18:31,12/10/2023,17:38 13/10/2023,https://www.auto1.com/en/app/merchant/car/JA79113,0,-9364,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=39&bw=715&f1=2018&f2=None&i[]=1&h[]=1&m[0]=5&d1=7&d2=7&e[0]=59,5
limo,Peugeot,208 1.2 VTi,2014,2012 - 2015,60,"1,199",90571,petrol,manual,5,Cloth,5,"Direction assistée,
Direction assistée à commande électronique,
téléphonie mains libres Bluetooth,
WIP-Bluetooth,
Système audio WIP Sound (Radio),
Airbag conducteur et passager,
Airbag coté passager désactivable,
Airbag lat AV,
Système d'airbag crânien,
Climatisation,
Système d'antiblocage de frein (ABS),
Ordinateur de bord,
Lève-vitre électrique AV D,
Lève-vitre électrique AV G, séquentiel,
Lève-vitre élect. AV, G avec protection anti-pincement,
Contrôle dynamique de stabilité (ESP, Bosch),
Antidémarrage",5481,0,5912,5912,,23:15:45,18:31,12/10/2023,17:47 13/10/2023,https://www.auto1.com/en/app/merchant/car/NU40262,3799,-2113,"ABS brakes,
airbag,
braking force regulator,
central locking,
immobilizer,
power steering,
seatbelt pre-tighteners on front seats,
stability control,
traction control,
air conditioner,
electrically adjustable mirrors,
power windows,
tinted windows,
adjustable seat height,
cup holders,
fine laths inside saloon,
interior mats,
leather steering wheel,
multifunctional steering wheel,
textile upholstery,
car stereo,
onboard computer,
speakers,
dust shields,
fog lights,
headlight range adjustment,
12v power outlet,
rear window cleaner,
rear window heating",1.2,hatchback,,https://eng.auto24.ee/vehicles/3903034,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=16&bw=2148&f1=2012&f2=2015&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,5
suv,Opel,Grandland X 1.5 CDTI,2021,2021 - None,96,"1,499",51550,diesel,manual,5,Part leather,5,"Caméra aide au recul,
téléphonie mains libres Bluetooth,
Système audio et navigation 5.0 IntelliLink,
Airbag conducteur et passager,
Climatisation automatique 2 zones,
Ordinateur de bord,
Lève-vitre électrique AV + AR,
Antidémarrage,
Système d\'antiblocage de frein (ABS),
Contrôle dynamique de stabilité Plus (ESP),
Régulateur de vitesse (régul. vitesse) avec Régulation de distance,
Alarma antirrobo con Espacio interior - y Vigilante de la inclinación,
In navigation system",17269,0,17873,17873,,23:9:52,18:31,12/10/2023,17:41 13/10/2023,https://www.auto1.com/en/app/merchant/car/AW38730,0,-17873,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=5&bw=5131&f1=2021&f2=None&i[]=1&h[]=2&m[0]=5&d1=5&d2=5&e[0]=60,5
suv,Opel,Mokka X 1.6 CDTI DPF,2016,2016 - 2020,81,"1,598",156841,diesel,manual,5,Leather,5,"Parkpilotsystem vorn und hinten,
Rückfahrkamera,
Servolenkung geschwindigkeitsabhängig,
Freisprecheinrichtung Bluetooth,
Airbag Fahrer-/Beifahrerseite,
Kopf-Airbag-System,
Seitenairbag vorn,
Audio-Navigationssystem Navi 900 Europa Touch,
Klimaautomatik 2-Zonen,
Wegfahrsperre,
Bordcomputer,
Anti-Blockier-System (ABS),
Elektron. Stabilitäts-Programm (ESP),
Fensterheber elektrisch vorn + hinten,
In navigation system",8631,0,9238,9238,,22:38:34,18:31,12/10/2023,17:10 13/10/2023,https://www.auto1.com/en/app/merchant/car/GA54597,0,-9238,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=5&bw=2525&f1=2016&f2=2020&i[]=1&h[]=2&m[0]=5&d1=5&d2=5&e[0]=59,5
suv,Suzuki,Vitara 1.6 DDiS,2015,2014 - 2018,88,"1,598",164690,diesel,manual,5,Cloth,5,"Sitzheizung vorn,
Rückfahrkamera,
Freisprechanlage Bluetooth,
Servolenkung,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Knieairbag Fahrerseite,
Seitenairbag vorn,
Vorhangairbag vorn und hinten,
Rußpartikelfilter,
Klimaautomatik,
Wegfahrsperre (elektronisch),
Fensterheber elektrisch vorn + hinten,
Elektron. Stabilitäts-Programm (ESP),
Audiosystem: Radio mit CD-Player (MP3-fähig),
Anti-Blockier-System (ABS),
Alarmanlage",10880,10880,0,10880,,23:13:10,18:31,12/10/2023,17:44 13/10/2023,https://www.auto1.com/en/app/merchant/car/LG67534,12999,2119,"8x airbag,
ABS brakes,
auto-hold brakes,
braking force regulator,
central locking (with remote control),
collision avoidance system,
front passenger airbag isolation,
ISOFIX child seat preparation (on rear seat),
mountain brake,
power steering,
rain sensor,
seatbelt pre-tighteners on front seats,
side curtain airbags,
stability control,
tehase org.võtmes immobilizer,
tehase originaal anti-theft alarm system (with tow-away protection, with interior motion sensor),
third brake light,
traction control,
2x mirrors in sunshields (enlighted),
4x power windows,
automatic anti-dazzle mirrors (outer),
climate control,
Coming-/Leaving-Home system,
cruise control (keep the distance to the vehicle in front),
electrically adjustable mirrors (heated mirrors, folding),
inside illuminated doors,
KeylessGo keyless-go,
parking aid (front, rear),
parking camera,
spot lights,
tinted windows,
2x seat heating,
adjustable seat height (driver's seat, front passenger seat),
Comfort seats,
cup holders (in the front),
down folding back rest,
down folding front passenger backrest,
fine laths inside saloon,
front armrest (with compartment),
interior mats (rubber),
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
must Alcantara leather interior,
pockets on backside of the front seats,
steering wheel adjustment (height and depth),
Apple CarPlay/Android Auto,
Bluetooth tehase org. hands free,
car stereo (with USB interface, with memory card interface, original),
navigation system (with map, with voice recognition),
onboard computer,
screen (in front),
speakers,
Falcen winter tires (all season tires),
light alloy wheels (´17, SUZUKI org.),
adaptive lights,
fog lights (front, rear),
headlight range adjustment,
LED (daytime running lights, low beam),
special light switch-dim-dip-light,
rear spoiler,
sump shield,
12v power outlet,
ASSYST,
cargo attachment hooks,
Chrome roof railings,
cooling glove box,
mud flaps, front/rear,
outside temperature display,
rear window cleaner,
rear window heating,
start-stop system,
tow hitch (removable),
NB.KONTROLLITUD LÄBISÕIDU ÕIGSUSEGA, ls 235 t/km, PÕHJAMAA PAKETIGA, 4x4 veoline, FACELIFT mudeli uuendusega, olnud eelnevalt 1-omaniku kasutuses, v.heas korras ja hästi hoitud,-hooldatud auto, roostes pole, Taanis teostatud PAVA korrosioonikaitse kerele, veermik vaikne, all uueväärsed Falcen M+S aastaringsed lamellrehvid, kõik töötab nii nagu peab, sees suitsetatud pole, seest puhas ja väljast poleeritud, väga hea minekuga aga samas väga ökonoomne, EURO 6, teostatud registreerimiseelne ARK kontroll AKT",1.6,touring (kõrge),,https://eng.auto24.ee/vehicles/3745382,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=41&bw=733&f1=2014&f2=2018&i[]=1&h[]=2&m[0]=5&d1=5&d2=5,5
limo,Volkswagen,Golf VII 2.0 TDI,2014,2013 - 2017,135,"1,968",117122,diesel,manual,5,Leather,5,"Bi-Xenon-Scheinwerfer mit dynamischem Kurvenlicht,
Sitzheizung vorn,
Sitzheizung vorn,
Panorama-Schiebedach elektrisch,
Park-Distance-Control (vorn und hinten),
Rückfahrkamera,
Progressivlenkung,
Sprachsteuerungs-System,
Mobiltelefon Schnittstelle Premium,
Sport-Fahrwerk,
Sportsitze,
Sportsitze,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Knieairbag Fahrerseite,
Kopf-Airbag-System vorn und hinten inkl. Seitenairbag vorn,
Navigationsmodul Discover Pro (mit Festplattenspeicher),
Business-Paket Premium mit Navigation,
Navigationsmodul Discover Media (für Audiosystem),
Rußpartikelfilter,
Klimaanlage Climatronic 2-Zonen,
Audiosystem Composition Media (MP3-Wiedergabefunktion, Radio/CD-Player, Bluetooth),
Fahrassistenz-System: Autom. Distanzregelung (ACC) und Umfeldbeobachtungssystem (Front assist),
Anti-Blockier-System (ABS),
Elektron. Differentialsperre (EDS),
Elektron. Differentialsperre (XDS),
Elektron. Stabilitäts-Programm (ESP),
Fensterheber elektrisch vorn + hinten,
Multifunktionsanzeige / Bordcomputer,
Wegfahrsperre (elektronisch)",13750,0,14197,14197,,23:25:34,18:31,12/10/2023,17:57 13/10/2023,https://www.auto1.com/en/app/merchant/car/CH84396,9200,-4997,"ABS brakes,
airbag,
auto-hold brakes,
central locking,
electric handbrake,
immobilizer,
power steering,
rain sensor,
stability control,
traction control,
climate control,
cruise control (keep the distance to the vehicle in front),
electrically adjustable mirrors,
parking aid,
power windows,
tinted windows,
leather interior,
leather steering wheel,
multifunctional steering wheel,
seat heating,
steering wheel adjustment,
car stereo (original),
hands free,
navigation system,
summer tires,
winter tires,
adaptive lights,
fog lights,
LED (daytime running lights),
special light switch-dim-dip-light",2.0,touring,,https://eng.auto24.ee/vehicles/3944368,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=8&bw=2&f1=2013&f2=2017&i[]=1&h[]=2&m[0]=5&d1=5&d2=5&e[0]=59,5
limo,Opel,Corsa 1.2,2021,2021 - None,74,"1,199",12889,petrol,manual,5,Part leather,5,"Sitzheizung vorn,
Parkpilotsystem vorn und hinten,
Rückfahrkamera mit 180° Umgebungsansicht,
Parkpilotsystem hinten,
Airbag Fahrer-/Beifahrerseite,
Kopf-Airbag-System,
Seitenairbag vorn,
Klimaautomatik,
Fensterheber elektrisch vorn + hinten,
Fensterheber vorn elektr. mit Einklemmschutz,
Elektron. Stabilitäts-Programm Plus (ESP),
Bordcomputer,
Anti-Blockier-System (ABS),
Radio CD USB",14250,0,14906,14906,,23:26:13,18:31,12/10/2023,17:57 13/10/2023,https://www.auto1.com/en/app/merchant/car/UY77122,0,-14906,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=5&bw=31&f1=2021&f2=None&i[]=1&h[]=1&m[0]=5&d1=5&d2=5&e[0]=60,5
truck,Ford,Ranger 2.0 TDCi,2022,2022 - None,156,"1,996",13035,diesel,automatic,5,Leather,4,"Anhängerkupplung,
Sitzheizung vorn,
Sitz vorn links elektr. verstellbar (8-fach),
Parkpilotsystem vorn,
Parkpilotsystem hinten,
Rückfahrkamera,
Parkpilotsystem vorn,
Sprachsteuerung und Bluetooth-Schnittstelle,
Vorrüstung Mobiltelefon/Handy mit Bluetooth-/USB-Schnittstelle,
Servolenkung elektrisch,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Kopf-Schulter-Airbag vorn und hinten,
Seitenairbag vorn,
Knieairbag Fahrerseite,
Seitenairbag vorn,
Audio-Navigationssystem Ford SD (mit Ford SYNC),
Klimaautomatik 2-Zonen,
Rußpartikelfilter,
Sperrdifferential,
Wegfahrsperre,
Diebstahl-Warnanlage,
Adaptive Geschwindigkeitsregelanlage (Adaptive Cruise Control / ACC),
Anti-Blockier-System (ABS),
Antriebsart: Allradantrieb,
Bordcomputer,
Elektron. Stabilitäts-Programm (ESP),
Fensterheber elektrisch hinten,
Fensterheber elektrisch vorn,
In navigation system",39156,0,40131,40131,,23:4:24,18:31,12/10/2023,17:36 13/10/2023,https://www.auto1.com/en/app/merchant/car/BC88640,46500,6369,"ABS brakes,
active hood system,
airbag,
anti-theft alarm system (with interior motion sensor),
auto-hold brakes,
automatic braking system,
braking force regulator,
central locking (with remote control),
collision avoidance system,
integrated booster seats,
ISOFIX child seat preparation,
lane assist,
lane change assist,
mountain brake,
power steering,
rain sensor,
seatbelt pre-tighteners on front seats,
stability control,
third brake light,
traction control,
traffic sign assist,
automatic anti-dazzle mirrors,
cruise control,
electrically adjustable mirrors (heated mirrors, folding),
keyless entry,
keyless start,
parking camera,
power windows,
tinted windows,
virtual cockpit,
black roof liner,
cargo mat,
cup holders,
fine laths inside saloon,
front armrest,
interior mats (textile),
leather-coated hand brake handle,
leather interior,
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
seat heating,
steering wheel adjustment,
Android Auto,
Apple CarPlay,
car phone,
hands free,
navigation system,
onboard computer,
subwoofer,
dust shields,
spare wheel,
tire pressure monitoring system,
winter tires (all season tires),
fog lights,
LED,
lighting pack,
roof railings,
tow hitch",2.0,pickup,,https://eng.auto24.ee/vehicles/3950987,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=7&bw=212&f1=2022&f2=None&i[]=2&h[]=2&m[0]=4&d1=5&d2=5&e[0]=59,5
van,Ford,S-Max 2.0 TDCi,2013,2006 - 2014,103,"1,997",146164,diesel,semi-automatic,7,Alcantara,5,"Bi-Xenon-Scheinwerfer mit Abbiegelicht,
Sitzheizung vorn,
Sitz vorn links elektr. höhenverstellbar,
Sitz vorn rechts elektr. verstellbar,
Sitz vorn rechts elektr. höhenverstellbar,
Sitz vorn links elektr. verstellbar (mit Memory),
Sitz vorn links elektr. höhenverstellbar,
Panorama-Glasdach mit Solar-Reflect,
Servolenkung, elektro-hydraulisch,
Sprachsteuerung und Bluetooth-Schnittstelle,
Vorrüstung Mobiltelefon/Handy mit Bluetooth-/USB-Schnittstelle,
Sportsitze,
Knieairbag Fahrerseite,
Airbag Fahrer-/Beifahrerseite,
Kopf-Schulter-Airbag vorn und hinten,
Seitenairbag vorn,
Automatic,
Rußpartikelfilter,
Wegfahrsperre,
Radio CD,
Diebstahl-Warnanlage mit Innenraumüberwachung,
Anti-Blockier-System (ABS),
Bordcomputer,
Fahrer-Informations-System (FordConvers+),
Elektron. Stabilitäts-Programm (ESP),
Fensterheber elektrisch hinten,
Fensterheber elektrisch vorn",7974,0,0,7974,74237.94,22:30:3,18:31,12/10/2023,17:01 13/10/2023,https://www.auto1.com/en/app/merchant/car/WM85243,3399,-4575,"ABS brakes,
airbag,
braking force regulator,
central locking,
immobilizer,
power steering,
seatbelt pre-tighteners on front seats,
stability control,
third brake light,
traction control,
climate control,
cruise control,
electrically adjustable mirrors,
mirrors in sunshields,
power windows,
spot lights,
tinted windows,
adjustable seat height,
cup holders,
down folding back rest,
fine laths inside saloon,
front armrest,
interior mats,
leather-coated hand brake handle,
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
rear armrest,
seat heating,
steering wheel adjustment,
textile upholstery,
Android Auto,
car stereo,
onboard computer,
screen,
speakers,
light alloy wheels,
fog lights,
headlight range adjustment,
12v power outlet,
outside temperature display,
rear window cleaner,
rear window heating",2.0,minivan,,https://eng.auto24.ee/vehicles/3942696,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=7&bw=967&f1=2006&f2=2014&i[]=2&h[]=2&m[0]=5&d1=7&d2=7,5
suv,Ford,Puma 1.0 EcoBoost,2020,2020 - None,92,999,63635,petrol,manual,5,Cloth,5,"aiuto parcheggio post.,
sistema Parkpilot ant.,
retrocamera,
retrocamera con Split View,
comando vocale e interfaccia Bluetooth,
predisposizione telefono cellulare mobile con interfaccia Bluetooth/USB,
servosterzo elettr.,
assetto sportivo,
sedili sportivi ant.,
Audio-Navigationssystem Ford mit AppLink,
airbag lato guida / lato passeggero,
aibag spalle-testa ant. e post.,
airbag lat. ant.,
climatizzatore automatico 2 zone,
Sistema assistenza guida: regolazione distanza (Distance Alert, DA),
impianto regolazione velocità adattativo (Adaptive Cruise Control / ACC),
Sistema assistenza guida: regolazione distanza (Distance Alert, DA),
sistema antibloccaggio (ABS),
Electronic Stability Program (ESP),
alzacristalli elettr. ant. + post. con chiusura comfort,
computer di bordo,
In navigation system",16264,0,16852,16852,,22:54:31,18:31,12/10/2023,17:26 13/10/2023,https://www.auto1.com/en/app/merchant/car/HZ50616,0,-16852,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=7&bw=454&f1=2020&f2=None&i[]=1&h[]=1&m[0]=5&d1=5&d2=5,5
